구인상태,사업장명,근무지역,직종,연령,성별,급여,근무시간,채용인원,근무내용,지원방법,지원서류,업종,종류,구인제목,근무형태,경력조건,접수마감
구인마감,서울특별시중랑구사회복지협의회,중랑구 신내동,내용참조,~만59세,무관,내용참조,,5명,"원본링크     서울특별시중랑구사회복지협의회 장난감도서관3호점 직원 공개채용 공고    서울특별시중랑구사회복지협의회에서 수탁 운영하고 있는 장난감도서관3호점 직원 공개채용 계획을 다음과 같이 공고합니다.2022년  10월 7일  서울특별시 중랑구사회복지협의회장1. 채용분야 및 선발예정인원 채용분야성별선발예정인원근무예정기관채용 기간직원(계약직)구분 없음5명 (운영요원2명, 운영요원(기간제)1명, 운전기사 2명)중랑구장난감도서관(신내역로1길 142)2022. 11. 8. ～ 2023. 12. 31.  2. 응시자격 가. 응시연령 : 만18세 이상(공고일 기준: 2004. 10. 19. 이전 출생자) 나. 주    소 : 제한 없음 (단, 공고일 현재 주민등록상 중랑구 거주자 우대) 다. 학    력 : 고졸 이상 라. 자격요건 : 장난감도서관 업무에 사명감이 있는 자, 자동차면허증 소지자(운전기사 지원자)   우대사항 : 사회복지사2급 이상 자격증 소지자, 영유아놀이지도사,  컴퓨터 활용 사용 가능자(엑셀, 한글 등)  3. 시험 일정 가. 공고기간 : 2022. 10. 7(금) ～ 2022. 10. 21.(금) 나. 접수기간 : 2022. 10. 19.(수) ～ 2022. 10. 21.(금) 다. 1차 합격자 발표 : 2022. 10. 24.(월) 라. 2차 면접일 : 2022. 10. 31.(월) 마. 최종 선발대상자 발표 : 2022. 11. 3.(목)  4. 시험 방법 가. 1차 : 서류전형 (서류전형 합격자에 한하여 2차 면접 일정 및 장소 개별통지) 나. 2차 : 면접심사 다. 최종 선발대상자 발표 : 2022. 11. 3.(목) ※ 최종합격자 발표는 개별통지 및 홈페이지 게시  5. 응시원서 접수 가. 기    간 : 2022. 10. 19.(수) ∼ 10. 21.(금), 09:00∼17:00  나. 장    소 : 중랑구사회복지협의회 사무국 (서울특별시 중랑구 봉화산로 190, 신내2동관상복합청사 4층 사회복지협의회) 다. 접수방법 : 직접 방문 접수 (점심시간 12:00~13:00)6. 제출서류 가. 응시원서 1부  나. 이력서 1부 다. 자기소개서 1부 라. 개인정보제공,이용 동의서 1부 마. 주민등록초본(주소변동사항 최근5년 포함, 병역사항 있을 시 기재분 포함) 1통 바. 최종학교 졸업증명서 (최근 3개월 이내 발급분 한) 1부 사. 경력증명서(원본, 해당자에 한함) 아. 기타 이력서 기재내용 관련 증빙자료 사본 제출 ※ 필히 사회복지협의회 양식으로 작성7. 보수수준 및 근무조건구  분보 수 액담당업무근무시간운영요원월 2,059,200원장난감 대여주 5일근무화 ∼ 토(10:00∼19:00)   [휴무일 : 장난감도서관 휴관일(일, 월) 및 공휴일]2022년 사회복지시설 종사자 기본급 권고 기준 관리직 4호봉운영요원(회계)월 2,103,300원장난감 대여 및 회계2022년 사회복지시설 종사자 기본급 권고 기준 관리직 5호봉운영요원(기간제)시급 10,760원(13:00~19:00)(1일 64,560원 / 월 1,291,200원)장난감 대여서울시 생활임금 기준운전기사월 2,105,800원장난감 배달2022년 사회복지시설 종사자 기본급 권고 기준 기능직 6호봉   8. 응시자 주의사항 가. 제출서류는 「채용절차의 공정화에 관한 법률」 제11조 및 같은 법 시행령 제4조에 따라 채용 여부가 확정된 날(최종합격자 발표)부터 30일까지 반환을 청구할 수 있으며, 응시자의 요청이 있는 경우 본인 확인 후 반환함 (최종합격자는 반환하지 않음) 반환청구 기간이 지난 후 제출서류는 「개인정보보호법」에 따라 파기함  나. 응시원서나 각종 증명서의 기재사항 착오 및 누락, 연락 불능 등으로 인해 발생한 불이익은 일체 응시자의 책임으로 함 다. 합격자 통지 후라도 결격사유조회 등을 통하여 채용하기에 부적합한 결격사유가 있을 경우 임용(계약)을 취소할 수 있음 라. 최종합격자가 포기하거나 합격이 취소되는 등의 사정으로 결원보충이 필요할 경우, 최종 합격자 발표일로부터 3개월 이내에 최종점수에 따라 차순위 응시자 중 추가 합격자를  결정할 수 있음 마. 기타 문의사항은 중랑구사회복지협의회 사무국 (☏2094-0963)으로 문의 하시기 바랍니다.    채용정보 안내 중랑구사회복지협의회 홈페이지(http://jungnangcsw.or.kr/) 중랑구청 홈페이지(http://www.jungnang.go.kr)","방문 접수(10/19~21, 내용참조)",응시서류 4종.hwp,,민간,중랑구 신내동 내용참조 모집,,무관,모집 완료 시 마감
구인마감,성동구청,성동구 송정동,재활용품선별 등,~만70세,무관,"시간당 10,720원",08:00~12:30,3명,"원본링크서울특별시 성동구 공고 제2022- 1494호   - 2022년 재활용품 품질 개선 지원 사업 - 기간제 근로자 추가채용 공고(3차)    재활용품 선별장의 안정적인 수거 및 선별처리를 위한 『재활용품 품질개선 지원 사업』 기간제근로자 참여자를 아래와 같이 모집하오니 많은 참여 부탁드립니다.      2022. 10. 성동구청장   1. 채용분야 및 선발인원 ○ 모집(공고) 기간: 정원 채용 시까지 상시 모집 ○ 근무기간: 2022. 10. ~ 12. 31. (약 3개월)  ○ 채용인원: 3명 ○ 업무내용  - 재활용품 선별 작업, 시설 주변 환경 정비 및 청소 - 기타 선별장 현장 업무 지원 등   2. 응시자격 ○ 지방공무원법 제31조(결격사유)에 해당하지 않는 자 ○ 공고일 전일 현재 성동구 내 주민등록이 되어 있는 자로서 만 18세 이상  만 70세 이하의 신체 건강한 자 ○ 성동구 자원회수센터 출퇴근이 가능한 자  ※ 성동구 자원회수센터 위치: 지하철 2호선 용답역에서 도보로 약 22분 소요   3. 근무조건 ○ 공통조건 - 근무기간: 2022년 10월 근로계약 체결 후 ~ 2022년 12월 31일(약 3개월) - 근무시간: 주5일 (월~금) 4시간 / 08:00~12:30, 휴게시간 30분  - 근무장소: 성동구 자원회수센터(가람길 113) - 보 수: 시간당 10,720원(성동구 생활임금 단가)  - 4대보험: 산업재해보상보험, 건강보험, 고용보험, 국민연금 가입 - 휴가조건: 주 유급 휴일, 『관공서의 공휴일에 관한 규정』에 따른 유급 휴일,  연차 유급휴가 지급 ※ 휴가 미 사용시 수당 지급 - 임금지급: 익월 10일 까지(월급으로 지급) ※ 예산범위 내에서 근무시간은 연장할 수 있으며 근무시간은 협의가능 - 근로계약 해지:『서울특별시 성동구 기간제근로자 관리 규정』 제9조에 따름   4. 채용방법 ○ 1차 서류전형: 자격요건 및 제출서류 심사 ○ 2차 면접시험: 서류전형 합격자에 한하여 개별 안내 및 실시 - 면접평가 기준(총 100점)   : 직업의식(30), 업무지식(30), 성실성·사명감(20), 태도·복장 등(20)       5. 합격자 발표 ○ 합격자 발표 : 합격자에 한해 개별 통보 - 신원조회 결과 결격사유 발생 및 응시원서 허위사실 기재 적발 시 합격자  결정 또는 채용 취소 - 사업기간 내 중도 퇴사자 발생 시 차 순위 고득점자 순으로 채용 - 응시자 전원 자격미달(면접평가 채점표 점수가 평균 60점 이하일 경우)시  재공고   6. 응시원서 접수 ○ 접수기간: 상시모집 ※ 토·일요일 및 평일 중식시간(12:00 ~ 13:00)은 제외 ○ 접수방법  - 직접방문접수(성동구청 10층 청소행정과 자원순환팀) - 등기접수(주소: 서울특별시 성동구 고산자로 270, 10층 청소행정과, 정은혜)  - 이메일접수: reehan1@sd.go.kr  (단, 이메일로 원서제출 후 반드시 유선 전화하여 접수 여부 확인 필수) ○ 제출서류 - 응시원서 1부. - 사업 참여 신청서, 자기소개서 1부. - 개인정보제공동의서 1부. - 관련분야 자격증 및 기타 증빙서류 1부(해당자에 한함) - 3.4㎝×4.5㎝ 사진 1매(응시원서에 부착하여 제출) ※응시원서, 사업 참여 신청서, 자기소개서, 개인정보제공 동의서는 성동구청 홈페이지(www.sd.go.kr)에서 양식을 출력하거나 성동구청 청소행정과 방문 수령   7. 기타사항 ○ 해당분야에 적격자가 없을 경우 채용하지 않을 수 있으며, 합격자 발표 이후에라도 신원조사 등을 통하여 결격사유가 발견될 경우 합격자 결정 또는 채용이 취소될 수 있습니다. ○ 「지방공무원임용령」제65조(부정행위자에 대한 조치)에 따라 임용시험에서 부정행위를 하거나, 기타 증빙서류에 허위사실을 기재함로써 시험결과에 부당한 영향을 주는 행위를 한 사람은 그 시험을 정지 또는 무효로 하거나 합격 결정을 취소하고, 그 처분이 있은 날부터 5년간 이 영에 따른 시험과 그 밖에 공무원 임용을 위한 시험의 응시자격이 정지될 수 있습니다. ○ 응시원서 등에 주소 및 휴대전화번호를 반드시 기재하여 주시기 바랍니다. ○ 응시자 제출서류는 채용여부가 확정된 이후 응시자(확정된 채용대상자는 제외)가 반환을 청구하는 경우 본인임을 확인한 후 「채용절차의 공정화에 관한 법률」 제11조(채용서류의 반환 등)에 따라 반환합니다. 다만, 같은 법 제7조제1항에 따라 응시자가 채용권자의 요구 없이 자발적으로 제출한 경우에는 반환하지 않습니다. ○ 응시원서의 기재착오 또는 누락이나 서류 미제출, 유선 연락이 되지 않아 발생하는 불이익은 응시자의 책임입니다.   ※ 신분증(주민등록증, 운전면허증, 여권)이 없을 경우, 면접시험에 참여 불가(불합격 처리) ○ 본 채용공고는 사정에 의하여 변경될 수 있으며, 변경사항은 성동구청 홈페이지에 공고하고 개별 통보해 드립니다. ○ 기타 문의사항은 성동구청 청소행정과 정은혜(☎ 02-2286-5540)에게 문의하시기 바랍니다.       붙임: 응시원서 작성 양식 각 1부.  끝.",내용참조,응시원서.hwp,,민간,성동구 송정동 재활용품선별 등 모집,,무관,모집 완료 시 마감
구인마감,(주)점프교육,광진구 구의동,주산교육 방문교사,~만63세,무관,시급1만원,,1명,"어린이 주산교육 방문선생님 모집*월~금 14:00~17:00 사이 근무*1명 월 4회(회당 30분~1시간) 교육시 수당 4만원(최소 시간당 1만원 이상)*필수: 주판 사용 가능자, 초대졸 이상 지원 가능*우대: 상공회의소 등 공인주산자격증 소지자(자격증 소지시 고졸 이상도 지원 가능)*방문 교육으로 수업 장소 이동 있음*교육 내용은 네자리 수 5행 가감산, 세자리수 곱셈, 다섯자리수 나눗셈과 일부 분수, 소수 셈하는 내용이고, 교사용 수업자료(온라인강의) 제공됨.*성별 무관 ~만63세까지",*상담사 알선 02-6220-8640,,,민간,광진구 구의동 주산교육 방문교사 모집,,무관,모집 완료 시 마감
구인마감,금빛데이케어센터,금천구 시흥동,사회복지사,~만65세,여,월200만원,,1명,"데이케어센터 사회복지사 1명 채용*장기요양사이트 및 사회복지시설정보시스템 업무, 청구 및 행정업무, 대상자 관리, 프로그램 진행 등*월~금 09:00~18:00*격주 토요일 근무 가능자(주말 근무시 평일 대체 휴무 가능)*월 200만원*필수: 운전면허 2종 보통 이상, 사회복지사 자격증*경력 1년 이상 필수(케어포 사용 가능자, 장기요양사이트 및 사회복지시설정보시스템 사용 가능자)*근무지 서울시 금천구 시흥동 탑골로2길8 3층*여 ~만65세",*상담사 알선 02-6220-8640,,,민간,금천구 시흥동 사회복지사 모집,,경력,모집 완료 시 마감
구인마감,금빛데이케어센터,금천구 시흥동,간호조무사,~만63세,여,월192만원,,1명,"데이케어센터 간호조무사 1명 채용*월~금 10:00~19:00 또는 11:00~20:00 로테이션*격주 토요일 근무 08:00~18:00(주말 근무시 평일 대체 휴무 가능)*월 192만원*필수: 운전면허 2종 보통 이상, 간호조무사 자격증*경력 1년 이상 우대(케어포 사용 가능자)*근무지 서울시 금천구 시흥동 탑골로2길8 3층*여 ~만63세",*상담사 알선 02-6220-8640,,,민간,금천구 시흥동 간호조무사 모집,,경력,모집 완료 시 마감
구인마감,금빛데이케어센터,금천구 시흥동,승합차운전원,~만69세,남,월140만원,,1명,"데이케어센터 송영 운전기사 1명 채용*월~토 08:00~10:00, 17:30~19:30/주 24시간 근무*월 140만원*경력자, 요양보호사 자격증 우대*스타렉스 12인승 운행가능자*운전면허 1종 보통 이상 소지자*근무지 서울시 금천구 시흥동 탑골로2길8 3층*남 ~만69세",*상담사 알선 02-6220-8640,,,민간,금천구 시흥동 승합차운전원 모집,,무관,모집 완료 시 마감
구인마감,새싹유치원,성북구 정릉동,주방보조원,무관,여,월105만원,11:00~15:00,1명,"전반적 조리 보조 업무 (설거지포함)*월~금 11:00~15:00 또는 10:00~14:00 (시간조정가능) 주5일*월급 1,050,000원*근무지  서울특별시 성북구 정릉로",*상담사 알선 02-6220-8640,,,민간,성북구 정릉동 주방보조원 모집,,무관,모집 완료 시 마감
구인마감,가나안엘림복지센터,도봉구 창동,재가요양보호사,무관,남성,"시급11,600원",12:00~15:00,1명,"가나안엘림복지센터'남성'요양보호사 채용*쌍문역2번출구 전화국 방향 4등급 남자어르신(87세)*환복지원, 산책, 운동 및 말벗/ 가사지원X*환복지원이 있어서 어르신과 성별이 같은 요양사 채용희망*월~금 12:00~15:00*시급 11,600원",*상담사 알선 02-6220-8640,,,민간,도봉구 창동 재가요양보호사 모집,,무관,모집 완료 시 마감
구인마감,딜리버리 유&미,종로구 와룡동,지하철배달원,만65세 이상,무관,평균 월70만원,11:00~19:00,5명,"지하철, 대중교통 배송원 5명 채용*서류봉투, 간단한 물품 배송업무*월~금 11:00~19:00 사이 근무(휴게 시간 포함)*평균 70만원~100만원, 최대150만원*서울 종로구 돈화문로 69 3층 디유엠로직스*보험 미가입",*상담사 알선 02-6220-8640,,,민간,종로구 와룡동 지하철배달원 모집,,무관,모집 완료 시 마감
구인마감,용산구청,용산구 한남동,판매장매니저,무관,무관,내용참조,,1명,"원본링크 서울특별시 용산구 공고 제2022-1222호서울특별시 용산구 기간제근로자 채용계획 공고  서울특별시 용산구 기간제근로자를 다음과 같이 공개모집하오니 유능한 분들의 많은 응모를 바랍니다. 2022년 10월 11일     서울특별시 용산구청장1. 채용분야 및 선발예정인원채용분야채용신분임용인원근무기간근무지담당직무 내용홍보·행사기획기간제근로자1명2022. 11. 1. ~ 2023. 10. 31.용산공예관홈페이지 및 sns관리대외 홍보 및 기획홍보물 기획 및 제작행사 기획 및 진행판매장매니저기간제근로자1명2022. 11. 1. ~ 2023. 10. 31.용산공예관 및 홍보관 (순환근무가능) 공예품 안내, 판매업무홍보관 안내, 판매업무상품입출고, 재고관리판매내역 정산 등 ※ 사업일정에 따라 연장계약 할 수 있음   2. 응시 자격 요건 ? 만 18세이상으로 지방공무원법 제31조 각 호의 결격사유가 없는 자  (「고용상 연령차별금지 및 고령자 고용촉진에 관한 법률」 제4조의4)  ? 토?일요일, 공휴일 등 요일에 구애 없이 근무가 가능하고 출·퇴근가능한 자 ? 홍보·행사기획 : 포토샵, PPT, SNS 및 영상 촬영 및 편집 프로그램 활용 가능자(관련업종 근무경험자 우대)(포트폴리오 사전 제출 필수) ? 판매장 매니저 : 외국어(영어, 중국어 등) 가능자 및 전산 재고관리 등 관련업무 유경험자 우대 ※ 외국어(영어, 중국어 등) 가능자 우대 3. 근무조건 및 보수 수준 ? 근 무 지 : 용산공예관 및 홍보관 - 공예관 주소 : 용산구 이태원로 274 (한남동 728-10) - 홍보관 주소 : 용산구 한강대로23길 55 (한강로3가 40-999) ? 근 무 일 : 매주 화~일요일(주말 포함, 주 5일 근무) ※ 휴무 2일[주중?주말 근무조별 2일씩 교대 휴무 시행] ? 근무시간 : 주 5일 근무(10:00 ~ 19:00), 주40시간 ? 보    수 (2022년) : 일급 86,120원(시급 10,776원) - 2022년 용산구 생활임금 적용 ? 수    당 : (해당 근무 시 별도지급) - 시간외 근무수당 : 1주일 12시간 범위 내에서 월 40시간까지 인정 시간급 통상임금에 50% 가산 지급 - 야간근무수당 : 시간급 통상임금에 50% 가산 지급(22:00~06:00) - 휴일근무수당 : 시간급 통상임금에 50% 가산 지급(휴무일 근무 시) ? 후생복지(예산의 범위 안에서 지급) - 4대보험 가입(본인부담금 공제 후 보수지급) - 복지포인트, 상여금 지급 4. 시험일정 및 시험방법    ? 응시원서 접수 - 접수기간 : 2022. 10. 20.(목) ~ 10. 21.(금) / 2일간 - 접수방법 : 방문 및 이메일 접수(접수기간 이후 접수인정 불가능) - 접 수 처 ? 서울특별시 용산구 일자리경제과 유통관리팀 (본관 5층) ☞ 주소 : 서울특별시 용산구 녹사평대로 150(이태원동) (노현주 주무관 ☎2199-6822, nhj0809@yongsan.go.kr) - 7. 29.(금) 18:00 이전 도착분까지만 인정  ※ 응시원서 양식(응시원서, 이력서, 자기소개서 등)은 공고문에 첨부된 양식을 출력하여 사용 ※ 이메일 서류접수 시 파일누락, 제출방법 오류 등으로 미비한 서류의 책임은 응시자에게 있음 ? 채용일정 내  용일   정비  고채용 공고2022. 10. 11.(화) ~ 10. 21.(금)홈페이지 공고응시원서 접수2022. 10. 20.(목) ~ 10. 21.(금)   서류심사 및 합격자 발표2022. 10. 24.(월)개별통지면접시험2022. 10. 25.(화)   최종합격자 발표2022. 10. 26.(수)홈페이지 공고근무시작일2022. 11. 1.(화)     ※ 부득이한 사정에 의해 시험일정, 장소 등이 변경될 경우 사전에 응시자에게 개별 통지함 가. 서류전형합격자 및 면접합격자 발표 : 개별통지      나. 최종합격자 발표 : 홈페이지 공고 및 개별통지  ※ 최종합격자가 임용포기, 결격사유 등의 사정으로 결원을 보충할 필요가 있는 경우에는 합격자  발표일로부터 3개월 이내에 차 순위로 평정 성적이 우수한 자를 추가합격자로 결정할 수 있음5. 제출서류    ? 응시원서 1부 - 사진 2매(3.5㎝×4.5㎝) 응시원서에 부착 ? 이력서 1부 - 사진 1매(3.5㎝×4.5㎝) 응시원서에 부착 ? 자기소개서 1부 ? 최종학교 졸업증명서 또는 학력증서 1부 ? 주민등록초본 1부(남자의 경우 병역사항 포함) ? 홍보·행사기획 지원자의 경우 포트폴리오 1부(운영 중인 유튜브 채널 등 기재 가능)  ? 기타 경력증명서 및 자격증 사본(우대 가점희망자에 한함) ? 구직필증  ※ 서울시 일자리포털(job.seoul.go.kr, 1588-9142) 또는 용산구일자리플러스센터(용산구청 5층, 080-019-1919)에서 발급6. 기타(유의)사항    ? 응시희망자는 자격요건(나이) 등이 적합한지를 정확히 확인한 후 응시하시기 바랍니다. ? 응시원서에 E-mail 주소와 휴대전화번호를 반드시 기재하여 주시기 바랍니다. (응시원서상의 기재착오 또는 누락이나 연락불능으로 인하여 발생하는 불이익은 본인책임) ? 응시원서 및 이력서 등은 용산구청 홈페이지(www.yongsan.go.kr) 고시·공고란에서 출력하여 작성하실 수 있으며, 응시원서 접수기간 종료 후 접수인정 불가능합니다. ? 이메일 접수는 제출서류를 1개의 파일로 스캔하여 PDF파일로 제출(각각 스캔 인정X) ※ 제출서류 상 반명함판 사진은 사진관 촬영분, 사진파일 모두 인정(단, 반명함판 규격준수) ※ 포트폴리오는 별도 파일로 제출 가능  ? 제출한 서류의 기재사항을 수정할 수 없습니다. ? 응시자 제출서류는 채용여부가 확정된 이후 응시자(확정된 채용대상자는 제외)가 반환을 청구하는 경우 본인임을 확인한 후 「채용절차의 공정화에 관한 법률」 제11조(채용서류의 반환 등)에 따라 반환합니다. 다만, 같은 법 제7조제1항에 따라 홈페이지 또는 전자우편으로 제출된 경우나 응시자가 채용권자의 요구없이 자발적으로 제출한 경우에는 반환하지 않습니다. ※ 채용서류 반환에 관한 고지 다-1. 구직자는 채용서류의 반환을 청구하는 경우 붙임의 채용서류 반환청구서를 전자우편(nhj0809@yongsan.go.kr) 또는 팩스(02-2199-5760) 등으로 2022년 10월 26일부터 2022년 11월 14일까지 구인자에게 제출하여야 합니다.  다-2. 채용서류 반환 청구가 확인된 날로부터 한 날로부터 14일 이내 등기우편을 통해 발송해 드릴 예정이며 등기우편은 수신자 부담으로 하게 되오니 유의하시기 바랍니다. 다-3. 채용서류는 반환청구에 대비해 2023년 1월 20일(90일)까지 보관예정이며, 이 기간 내에 채용서류 반환을 청구하여야 합니다. 2023년 1월 20일이 경과하는 경우 개인정보보호법에 따라서 지체 없이 채용서류를 파기합니다. ? 응시원서나 각종 증명서의 기재사항 착오 및 누락, 허위기재, 연락불가 등으로 발생한 불이익은 모두 응시자의 책임으로 합니다.  ? 응시원서 접수결과 응시자가 선발예정인원수와 같거나 초과 되더라도 적격자가 없을 경우 선발하지 않을 수 있습니다. ? 기타 상세한 내용은 아래 연락처로 문의하시기 바랍니다. - 용산구청 일자리경제과 유통관리팀 노현주 주무관 (☎ 2199-6822)",*상담사 알선 02-6220-8640,기간제근로자 응시원서 등(이력서 자기소개서) 서식.hwp,,민간,용산구 한남동 판매장매니저 모집,,무관,모집 완료 시 마감
